city_name,state_code,start_zip,end_zip
Sedalia,MO,65301,65302
Sedgewickville,MO,63781,63781
Seligman,MO,65745,65745
Senath,MO,63876,63876
Seneca,MO,64865,64865
Seymour,MO,65746,65746
Shelbina,MO,63468,63468
Shelbyville,MO,63469,63469
Sheldon,MO,64784,64784
Shell Knob,MO,65747,65747
Sheridan,MO,64486,64486
Sibley,MO,64088,64088
Sikeston,MO,63801,63801
Silex,MO,63377,63377
Silva,MO,63964,63964
Skidmore,MO,64487,64487
Slater,MO,65349,65349
Smithton,MO,65350,65350
Smithville,MO,64089,64089
Solo,MO,65564,65564
South Greenfield,MO,65752,65752
South West City,MO,64863,64863
Sparta,MO,65753,65753
Spickard,MO,64679,64679
Spokane,MO,65754,65754
Springfield,MO,65801,65899
Squires,MO,65755,65755
Stanberry,MO,64489,64489
Stanton,MO,63079,63079
Stark City,MO,64866,64866
Steedman,MO,65077,65077
Steele,MO,63877,63877
Steelville,MO,65565,65565
Stella,MO,64867,64867
Stet,MO,64680,64680
Stewartsville,MO,64490,64490
Stockton,MO,65785,65785
Stotts City,MO,65756,65756
Stoutland,MO,65567,65567
Stoutsville,MO,65283,65283
Stover,MO,65078,65078
Strafford,MO,65757,65757
Strasburg,MO,64090,64090
Sturdivant,MO,63782,63782
Sturgeon,MO,65284,65284
Success,MO,65570,65570
Sullivan,MO,63080,63080
Summersville,MO,65571,65571
Sumner,MO,64681,64681
Sunrise Beach,MO,65079,65079
Sweet Springs,MO,65351,65351
Syracuse,MO,65354,65354
Tallapoosa,MO,63878,63878
Taneyville,MO,65759,65759
Tarkio,MO,64491,64491
Taylor,MO,63471,63471
Tebbetts,MO,65080,65080
Tecumseh,MO,65760,65760
Thayer,MO,65791,65791
Theodosia,MO,65761,65761
Thompson,MO,65285,65285
Thornfield,MO,65762,65762
Tiff,MO,63674,63674
Tiff City,MO,64868,64868
Tina,MO,64682,64682
Tipton,MO,65081,65081
Treloar,MO,63378,63378
Trenton,MO,64683,64683
Trimble,MO,64492,64492
Triplett,MO,65286,65286
Troy,MO,63379,63379
Truesdale,MO,63380,63380
Truxton,MO,63381,63381
Tunas,MO,65764,65764
Turners,MO,65765,65765
Turney,MO,64493,64493
Tuscumbia,MO,65082,65082
Udall,MO,65766,65766
Ulman,MO,65083,65083
Union,MO,63084,63084
Union Star,MO,64494,64494
Uniontown,MO,63783,63783
Unionville,MO,63565,63565
Urbana,MO,65767,65767
Urich,MO,64788,64788
Utica,MO,64686,64686
Valles Mines,MO,63087,63087
Valley Park,MO,63088,63088
Van Buren,MO,63965,63965
Vandalia,MO,63382,63382
Vanduser,MO,63784,63784
Vanzant,MO,65768,65768
Verona,MO,65769,65769
Versailles,MO,65084,65084
Viburnum,MO,65566,65566
Vichy,MO,65580,65580
Vienna,MO,65582,65582
Villa Ridge,MO,63089,63089
Vulcan,MO,63675,63675
Waldron,MO,64092,64092
Walker,MO,64790,64790
Walnut Grove,MO,65770,65770
Walnut Shade,MO,65771,65771
Wappapello,MO,63966,63966
Wardell,MO,63879,63879
Warrensburg,MO,64093,64093
Warrenton,MO,63383,63383
Warsaw,MO,65355,65355
Washburn,MO,65772,65772
Washington,MO,63090,63090
Wasola,MO,65773,65773
Watson,MO,64496,64496
Waverly,MO,64096,64096
Wayland,MO,63472,63472
Waynesville,MO,65583,65583
Weatherby,MO,64497,64497
Weaubleau,MO,65774,65774
Webb City,MO,64870,64870
Wellington,MO,64097,64097
Wellsville,MO,63384,63384
Wentworth,MO,64873,64873
Wentzville,MO,63385,63385
Wesco,MO,65586,65586
West Alton,MO,63386,63386
West Plains,MO,65775,65775
Westboro,MO,64498,64498
Weston,MO,64098,64098
Westphalia,MO,65085,65085
Wheatland,MO,65779,65779
Wheaton,MO,64874,64874
Wheeling,MO,64688,64688
Whiteman Air Force Base,MO,65305,65305
Whiteoak,MO,63880,63880
Whiteside,MO,63387,63387
Whitewater,MO,63785,63785
Willard,MO,65781,65781
Williamsburg,MO,63388,63388
Williamstown,MO,63473,63473
Williamsville,MO,63967,63967
Willow Springs,MO,65793,65793
Windsor,MO,65360,65360
Windyville,MO,65783,65783
Winfield,MO,63389,63389
Winigan,MO,63566,63566
Winona,MO,65588,65588
Winston,MO,64689,64689
Wolf Island,MO,63881,63881
Wooldridge,MO,65287,65287
Worth,MO,64499,64499
Worthington,MO,63567,63567
Wright City,MO,63390,63390
Wyaconda,MO,63474,63474
Wyatt,MO,63882,63882
Yukon,MO,65589,65589
Zalma,MO,63787,63787
Zanoni,MO,65784,65784
Abbeville,MS,38601,38601
Aberdeen,MS,39730,39730
Ackerman,MS,39735,39735
Algoma,MS,38820,38820
Alligator,MS,38720,38720
Amory,MS,38821,38821
Anguilla,MS,38721,38721
Arcola,MS,38722,38722
Arkabutla,MS,38602,38602
Artesia,MS,39736,39736
Ashland,MS,38603,38603
Avon,MS,38723,38723
Bailey,MS,39320,39320
Baldwyn,MS,38824,38824
Banner,MS,38913,38913
Bassfield,MS,39421,39421
Batesville,MS,38606,38606
Bay Saint Louis,MS,39520,39521
Bay Springs,MS,39422,39422
Beaumont,MS,39423,39423
Becker,MS,38825,38825
Belden,MS,38826,38826
Belen,MS,38609,38609
Bellefontaine,MS,39737,39737
Belmont,MS,38827,38827
Belzoni,MS,39038,39038
Benoit,MS,38725,38725
Benton,MS,39039,39039
Bentonia,MS,39040,39040
Beulah,MS,38726,38726
Big Creek,MS,38914,38914
Biloxi,MS,39530,39535
Blue Mountain,MS,38610,38610
Blue Springs,MS,38828,38828
Bogue Chitto,MS,39629,39629
Bolton,MS,39041,39041
Booneville,MS,38829,38829
Boyle,MS,38730,38730
Brandon,MS,39042,39047
Braxton,MS,39044,39044
Brookhaven,MS,39601,39603
Brooklyn,MS,39425,39425
Brooksville,MS,39739,39739
Bruce,MS,38915,38915
Buckatunna,MS,39322,39322
Bude,MS,39630,39630
Burnsville,MS,38833,38833
Byhalia,MS,38611,38611
Byram,MS,39272,39272
Caledonia,MS,39740,39740
Calhoun City,MS,38916,38916
Camden,MS,39045,39045
Canton,MS,39046,39046
Carriere,MS,39426,39426
Carrollton,MS,38917,38917
Carson,MS,39427,39427
Carthage,MS,39051,39051
Cary,MS,39054,39054
Cascilla,MS,38920,38920
Cedarbluff,MS,39741,39741
Centreville,MS,39631,39631
Charleston,MS,38921,38921
Chatawa,MS,39632,39632
Chatham,MS,38731,38731
Chunky,MS,39323,39323
Clara,MS,39324,39324
Clarksdale,MS,38614,38614
Cleveland,MS,38732,38733
Clinton,MS,39056,39060
Coahoma,MS,38617,38617
Coffeeville,MS,38922,38922
Coila,MS,38923,38923
Coldwater,MS,38618,38618
Collins,MS,39428,39428
Collinsville,MS,39325,39325
Columbia,MS,39429,39429
Columbus,MS,39701,39710
Como,MS,38619,38619
Conehatta,MS,39057,39057
Corinth,MS,38834,38835
Courtland,MS,38620,38620
Crawford,MS,39743,39743
Crenshaw,MS,38621,38621
Crosby,MS,39633,39633
Crowder,MS,38622,38622
Cruger,MS,38924,38924
Crystal Springs,MS,39059,39059
D Lo,MS,39062,39062
Daleville,MS,39326,39326
Darling,MS,38623,38623
De Kalb,MS,39328,39328
Decatur,MS,39327,39327
Delta City,MS,39061,39061
Dennis,MS,38838,38838
Derma,MS,38839,38839
Diamondhead,MS,39525,39525
Diberville,MS,39540,39540
Doddsville,MS,38736,38736
Drew,MS,38737,38737
Dublin,MS,38739,38739
Duck Hill,MS,38925,38925
Dumas,MS,38625,38625
Duncan,MS,38740,38740
Dundee,MS,38626,38626
Durant,MS,39063,39063
Eastabuchie,MS,39436,39436
Ecru,MS,38841,38841
Edwards,MS,39066,39066
Elliott,MS,38926,38926
Ellisville,MS,39437,39437
Enid,MS,38927,38927
Enterprise,MS,39330,39330
Escatawpa,MS,39552,39552
Ethel,MS,39067,39067
Etta,MS,38627,38627
Eupora,MS,39744,39744
Falcon,MS,38628,38628
Falkner,MS,38629,38629
Farrell,MS,38630,38630
Fayette,MS,39069,39069
Fernwood,MS,39635,39635
Flora,MS,39071,39071
Florence,MS,39073,39073
Flowood,MS,39232,39232
Forest,MS,39074,39074
Foxworth,MS,39483,39483
French Camp,MS,39745,39745
Friars Point,MS,38631,38631
Fulton,MS,38843,38843
Gallman,MS,39077,39077
Gattman,MS,38844,38844
Gautier,MS,39553,39553
Georgetown,MS,39078,39078
Glen,MS,38846,38846
Glen Allan,MS,38744,38744
Glendora,MS,38928,38928
Gloster,MS,39638,39638
Golden,MS,38847,38847
Goodman,MS,39079,39079
Gore Springs,MS,38929,38929
Grace,MS,38745,38745
Greenville,MS,38701,38704
Greenwood,MS,38930,38935
Greenwood Springs,MS,38848,38848
Grenada,MS,38901,38902
Gulfport,MS,39501,39507
Gunnison,MS,38746,38746
Guntown,MS,38849,38849
Hamilton,MS,39746,39746
Harperville,MS,39080,39080
Harriston,MS,39081,39081
Harrisville,MS,39082,39082
Hattiesburg,MS,39401,39407
Hazlehurst,MS,39083,39083
Heidelberg,MS,39439,39439
Hermanville,MS,39086,39086
Hernando,MS,38632,38632
Hickory,MS,39332,39332
Hickory Flat,MS,38633,38633
Hillsboro,MS,39087,39087
Holcomb,MS,38940,38940
Hollandale,MS,38748,38748
Holly Bluff,MS,39088,39088
Holly Springs,MS,38634,38635
Horn Lake,MS,38637,38637
Houlka,MS,38850,38850
Houston,MS,38851,38851
Hurley,MS,39555,39555
Independence,MS,38638,38638
Indianola,MS,38749,38751
Inverness,MS,38753,38753
Isola,MS,38754,38754
Itta Bena,MS,38941,38941
Iuka,MS,38852,38852
Jackson,MS,39201,39298
Jayess,MS,39641,39641
Jonestown,MS,38639,38639
Kilmichael,MS,39747,39747
Kiln,MS,39556,39556
Kokomo,MS,39643,39643
Kosciusko,MS,39090,39090
Lake,MS,39092,39092
Lake Cormorant,MS,38641,38641
Lakeshore,MS,39558,39558
Lamar,MS,38642,38642
Lambert,MS,38643,38643
Lauderdale,MS,39335,39335
Laurel,MS,39440,39443
Lawrence,MS,39336,39336
Leakesville,MS,39451,39451
Leland,MS,38756,38756
Lena,MS,39094,39094
Lexington,MS,39095,39095
Liberty,MS,39645,39645
Little Rock,MS,39337,39337
Long Beach,MS,39560,39560
Lorman,MS,39096,39096
Louin,MS,39338,39338
Louise,MS,39097,39097
Louisville,MS,39339,39339
Lucedale,MS,39452,39452
Ludlow,MS,39098,39098
Lula,MS,38644,38644
Lumberton,MS,39455,39455
Lyon,MS,38645,38645
Maben,MS,39750,39750
Macon,MS,39341,39341
Madden,MS,39109,39109
Madison,MS,39110,39130
Magee,MS,39111,39111
Magnolia,MS,39652,39652
Mantachie,MS,38855,38855
Mantee,MS,39751,39751
Marietta,MS,38856,38856
Marion,MS,39342,39342
Marks,MS,38646,38646
Mathiston,MS,39752,39752
Mayersville,MS,39113,39113
Mayhew,MS,39753,39753
Mc Adams,MS,39107,39107
Mc Call Creek,MS,39647,39647
Mc Carley,MS,38943,38943
Mc Cool,MS,39108,39108
Mc Henry,MS,39561,39561
Mc Lain,MS,39456,39456
Mc Neill,MS,39457,39457
Mccomb,MS,39648,39649
Meadville,MS,39653,39653
Mendenhall,MS,39114,39114
Meridian,MS,39301,39309
Merigold,MS,38759,38759
Metcalfe,MS,38760,38760
Michigan City,MS,38647,38647
Midnight,MS,39115,39115
Minter City,MS,38944,38944
Mississippi State,MS,39762,39762
Mize,MS,39116,39116
Money,MS,38945,38945
Monticello,MS,39654,39654
Montpelier,MS,39754,39754
Mooreville,MS,38857,38857
Moorhead,MS,38761,38761
Morgan City,MS,38946,38946
Morton,MS,39117,39117
Moselle,MS,39459,39459
Moss,MS,39460,39460
Moss Point,MS,39562,39563
Mound Bayou,MS,38762,38762
Mount Olive,MS,39119,39119
Mount Pleasant,MS,38649,38649
Myrtle,MS,38650,38650
Natchez,MS,39120,39122
Neely,MS,39461,39461
Nesbit,MS,38651,38651
Nettleton,MS,38858,38858
New Albany,MS,38652,38652
New Augusta,MS,39462,39462
New Site,MS,38859,38859
Newhebron,MS,39140,39140
Newton,MS,39345,39345
Nicholson,MS,39463,39463
North Carrollton,MS,38947,38947
Noxapater,MS,39346,39346
Oak Vale,MS,39656,39656
Oakland,MS,38948,38948
Ocean Springs,MS,39564,39566
Okolona,MS,38860,38860
Olive Branch,MS,38654,38654
Osyka,MS,39657,39657
Ovett,MS,39464,39464
Oxford,MS,38655,38655
Pace,MS,38764,38764
Pachuta,MS,39347,39347
Panther Burn,MS,38765,38765
Parchman,MS,38738,38738
Paris,MS,38949,38949
Pascagoula,MS,39567,39595
Pass Christian,MS,39571,39571
Pattison,MS,39144,39144
Paulding,MS,39348,39348
Pearl,MS,39208,39288
Pearlington,MS,39572,39572
Pelahatchie,MS,39145,39145
Perkinston,MS,39573,39573
Petal,MS,39465,39465
Pheba,MS,39755,39755
Philadelphia,MS,39350,39350
Philipp,MS,38950,38950
Picayune,MS,39466,39466
Pickens,MS,39146,39146
Piney Woods,MS,39148,39148
Pinola,MS,39149,39149
Pittsboro,MS,38951,38951
Plantersville,MS,38862,38862
Pontotoc,MS,38863,38863
Pope,MS,38658,38658
Poplarville,MS,39470,39470
Port Gibson,MS,39150,39150
Porterville,MS,39352,39352
Potts Camp,MS,38659,38659
Prairie,MS,39756,39756
Prentiss,MS,39474,39474
Preston,MS,39354,39354
Puckett,MS,39151,39151
Pulaski,MS,39152,39152
Purvis,MS,39475,39475
Quitman,MS,39355,39355
Raleigh,MS,39153,39153
Randolph,MS,38864,38864
Raymond,MS,39154,39154
Red Banks,MS,38661,38661
Redwood,MS,39156,39156
Rena Lara,MS,38767,38767
Richland,MS,39218,39218
Richton,MS,39476,39476
Ridgeland,MS,39157,39158
Rienzi,MS,38865,38865
Ripley,MS,38663,38663
Robinsonville,MS,38664,38664
Rolling Fork,MS,39159,39159
Rome,MS,38768,38768
Rose Hill,MS,39356,39356
Rosedale,MS,38769,38769
Roxie,MS,39661,39661
Ruleville,MS,38771,38771
Ruth,MS,39662,39662
Sallis,MS,39160,39160
Saltillo,MS,38866,38866
Sandersville,MS,39477,39477
Sandhill,MS,39161,39161
Sandy Hook,MS,39478,39478
Sarah,MS,38665,38665
Sardis,MS,38666,38666
Satartia,MS,39162,39162
Saucier,MS,39574,39574
Schlater,MS,38952,38952
Scobey,MS,38953,38953
Scooba,MS,39358,39358
Scott,MS,38772,38772
Sebastopol,MS,39359,39359
Seminary,MS,39479,39479
Senatobia,MS,38668,38668
Shannon,MS,38868,38868
Sharon,MS,39163,39163
Shaw,MS,38773,38773
Shelby,MS,38774,38774
Sherard,MS,38669,38669
Sherman,MS,38869,38869
Shubuta,MS,39360,39360
Shuqualak,MS,39361,39361
Sibley,MS,39165,39165
Sidon,MS,38954,38954
Silver City,MS,39166,39166
Silver Creek,MS,39663,39663
Slate Spring,MS,38955,38955
Sledge,MS,38670,38670
Smithdale,MS,39664,39664
Smithville,MS,38870,38870
Sontag,MS,39665,39665
Soso,MS,39480,39480
Southaven,MS,38671,38672
Star,MS,39167,39167
Starkville,MS,39759,39760
State Line,MS,39362,39362
Steens,MS,39766,39766
Stennis Space Center,MS,39522,39529
Stewart,MS,39767,39767
Stoneville,MS,38776,38776
Stonewall,MS,39363,39363
Stringer,MS,39481,39481
Sturgis,MS,39769,39769
Summit,MS,39666,39666
Sumner,MS,38957,38957
Sumrall,MS,39482,39482
Sunflower,MS,38778,38778
Swan Lake,MS,38958,38958
Swiftown,MS,38959,38959
Taylor,MS,38673,38673
Taylorsville,MS,39168,39168
Tchula,MS,39169,39169
Terry,MS,39170,39170
Thaxton,MS,38871,38871
Thomastown,MS,39171,39171
Tie Plant,MS,38960,38960
Tillatoba,MS,38961,38961
Tinsley,MS,39173,39173
Tiplersville,MS,38674,38674
Tippo,MS,38962,38962
Tishomingo,MS,38873,38873
Toccopola,MS,38874,38874
Toomsuba,MS,39364,39364
Tougaloo,MS,39174,39174
Trebloc,MS,38875,38875
Tremont,MS,38876,38876
Tula,MS,38675,38675
Tunica,MS,38676,38676
Tupelo,MS,38801,38804
Tutwiler,MS,38963,38963
Tylertown,MS,39667,39667
Union,MS,39365,39365
Union Church,MS,39668,39668
University,MS,38677,38677
Utica,MS,39175,39175
Vaiden,MS,39176,39176
Valley Park,MS,39177,39177
Van Vleet,MS,38877,38877
Vance,MS,38964,38964
Vancleave,MS,39565,39565
Vardaman,MS,38878,38878
Vaughan,MS,39179,39179
Verona,MS,38879,38879
Vicksburg,MS,39180,39183
Victoria,MS,38679,38679
Vossburg,MS,39366,39366
Walls,MS,38680,38686
Walnut,MS,38683,38683
Walnut Grove,MS,39189,39189
Walthall,MS,39771,39771
Washington,MS,39190,39190
Water Valley,MS,38965,38965
Waterford,MS,38685,38685
Waveland,MS,39576,39576
Waynesboro,MS,39367,39367
Wayside,MS,38780,38780
Webb,MS,38966,38966
Weir,MS,39772,39772
Wesson,MS,39191,39191
West,MS,39192,39192
West Point,MS,39773,39773
Wheeler,MS,38880,38880
Whitfield,MS,39193,39193
Wiggins,MS,39577,39577
Winona,MS,38967,38967
Winstonville,MS,38781,38781
Winterville,MS,38782,38782
Woodland,MS,39776,39776
Woodville,MS,39669,39669
Yazoo City,MS,39194,39194
Absarokee,MT,59001,59001
Acton,MT,59002,59002
Alberton,MT,59820,59820
Alder,MT,59710,59710
Alzada,MT,59311,59311
Anaconda,MT,59711,59711
Angela,MT,59312,59312
Antelope,MT,59211,59211
Arlee,MT,59821,59821
Ashland,MT,59003,59004
Augusta,MT,59410,59410
Avon,MT,59713,59713
Babb,MT,59411,59411
Bainville,MT,59212,59212
Baker,MT,59313,59313
Ballantine,MT,59006,59006
Basin,MT,59631,59631
Bearcreek,MT,59007,59007
Belfry,MT,59008,59008
Belgrade,MT,59714,59714
Belt,MT,59412,59412
Biddle,MT,59314,59314
Big Arm,MT,59910,59910
Big Sandy,MT,59520,59520
Big Sky,MT,59716,59716
Big Timber,MT,59011,59011
Bigfork,MT,59911,59911
Bighorn,MT,59010,59010
Billings,MT,59101,59117
Birney,MT,59012,59012
Black Eagle,MT,59414,59414
Bloomfield,MT,59315,59315
Bonner,MT,59823,59823
Boulder,MT,59632,59632
Box Elder,MT,59521,59521
Boyd,MT,59013,59013
Boyes,MT,59316,59316
Bozeman,MT,59715,59772
Brady,MT,59416,59416
Bridger,MT,59014,59014
Broadus,MT,59317,59317
Broadview,MT,59015,59015
Brockton,MT,59213,59213
Brockway,MT,59214,59214
Browning,MT,59417,59417
Brusett,MT,59318,59318
Buffalo,MT,59418,59418
Busby,MT,59016,59016
Butte,MT,59701,59750
Bynum,MT,59419,59419
Cameron,MT,59720,59720
Canyon Creek,MT,59633,59633
Capitol,MT,59319,59319
Cardwell,MT,59721,59721
Carter,MT,59420,59420
Cascade,MT,59421,59421
Charlo,MT,59824,59824
Chester,MT,59522,59522
Chinook,MT,59523,59523
Choteau,MT,59422,59422
Circle,MT,59215,59215
Clancy,MT,59634,59634
Clinton,MT,59825,59825
Clyde Park,MT,59018,59018
Coffee Creek,MT,59424,59424
Cohagen,MT,59322,59322
Colstrip,MT,59323,59323
Columbia Falls,MT,59912,59912
Columbus,MT,59019,59019
Condon,MT,59826,59826
Conner,MT,59827,59827
Conrad,MT,59425,59425
Cooke City,MT,59020,59020
Coram,MT,59913,59913
Corvallis,MT,59828,59828
Crane,MT,59217,59217
Crow Agency,MT,59022,59022
Culbertson,MT,59218,59218
Custer,MT,59024,59024
Cut Bank,MT,59427,59427
Dagmar,MT,59219,59219
Darby,MT,59829,59829
Dayton,MT,59914,59914
De Borgia,MT,59830,59830
Decker,MT,59025,59025
Deer Lodge,MT,59722,59722
Dell,MT,59724,59724
Denton,MT,59430,59430
Dillon,MT,59725,59725
Divide,MT,59727,59727
Dixon,MT,59831,59831
Dodson,MT,59524,59524
Drummond,MT,59832,59832
Dupuyer,MT,59432,59432
Dutton,MT,59433,59433
East Glacier Park,MT,59434,59434
East Helena,MT,59635,59635
Edgar,MT,59026,59026
Ekalaka,MT,59324,59324
Elliston,MT,59728,59728
Elmo,MT,59915,59915
Emigrant,MT,59027,59027
Ennis,MT,59729,59729
Essex,MT,59916,59916
Ethridge,MT,59435,59435
Eureka,MT,59917,59917
Fairfield,MT,59436,59436
Fairview,MT,59221,59221
Fallon,MT,59326,59326
Fishtail,MT,59028,59028
Flaxville,MT,59222,59222
Florence,MT,59833,59833
Floweree,MT,59440,59440
Forest Grove,MT,59441,59441
Forsyth,MT,59327,59327
Fort Benton,MT,59442,59442
Fort Harrison,MT,59636,59636
Fort Peck,MT,59223,59223
Fort Shaw,MT,59443,59443
Fort Smith,MT,59035,59035
Fortine,MT,59918,59918
Frazer,MT,59225,59225
Frenchtown,MT,59834,59834
Froid,MT,59226,59226
Fromberg,MT,59029,59029
Galata,MT,59444,59444
Gallatin Gateway,MT,59730,59730
Gardiner,MT,59030,59030
Garrison,MT,59731,59731
Garryowen,MT,59031,59031
Geraldine,MT,59446,59446
Geyser,MT,59447,59447
Gildford,MT,59525,59525
Glasgow,MT,59230,59230
Glen,MT,59732,59732
Glendive,MT,59330,59330
Glentana,MT,59240,59240
Gold Creek,MT,59733,59733
Grantsdale,MT,59835,59835
Grass Range,MT,59032,59032
Great Falls,MT,59401,59406
Greycliff,MT,59033,59033
Hall,MT,59837,59837
Hamilton,MT,59840,59840
Hammond,MT,59332,59332
Hardin,MT,59034,59034
Harlem,MT,59526,59526
Harlowton,MT,59036,59036
Harrison,MT,59735,59735
Hathaway,MT,59333,59333
Haugan,MT,59842,59842
Havre,MT,59501,59501
Hays,MT,59527,59527
Heart Butte,MT,59448,59448
Helena,MT,59601,59626
Helmville,MT,59843,59843
Heron,MT,59844,59844
Highwood,MT,59450,59450
Hilger,MT,59451,59451
Hingham,MT,59528,59528
Hinsdale,MT,59241,59241
Hobson,MT,59452,59452
Hogeland,MT,59529,59529
Homestead,MT,59242,59242
Hot Springs,MT,59845,59845
Hungry Horse,MT,59919,59919
Huntley,MT,59037,59037
Huson,MT,59846,59846
Hysham,MT,59038,59038
Ingomar,MT,59039,59039
Inverness,MT,59530,59530
Ismay,MT,59336,59336
Jackson,MT,59736,59736
Jefferson City,MT,59638,59638
Joliet,MT,59041,59041
Joplin,MT,59531,59531
Jordan,MT,59337,59337
Judith Gap,MT,59453,59453
Kalispell,MT,59901,59904
Kevin,MT,59454,59454
Kila,MT,59920,59920
Kinsey,MT,59338,59338
Kremlin,MT,59532,59532
Lake Mc Donald,MT,59921,59921
Lakeside,MT,59922,59922
Lambert,MT,59243,59243
Lame Deer,MT,59043,59043
Larslan,MT,59244,59244
Laurel,MT,59044,59044
Lavina,MT,59046,59046
Ledger,MT,59456,59456
Lewistown,MT,59457,59457
Libby,MT,59923,59923
Lima,MT,59739,59739
Lincoln,MT,59639,59639
Lindsay,MT,59339,59339
Livingston,MT,59047,59047
Lloyd,MT,59535,59535
Lodge Grass,MT,59050,59050
Lolo,MT,59847,59847
Loma,MT,59460,59460
Lonepine,MT,59848,59848
Loring,MT,59537,59537
Lothair,MT,59461,59461
Malmstrom Afb,MT,59402,59402
Malta,MT,59538,59538
Manhattan,MT,59741,59741
Marion,MT,59925,59925
Martin City,MT,59926,59926
Martinsdale,MT,59053,59053
Marysville,MT,59640,59640
Mc Allister,MT,59740,59740
Mc Leod,MT,59052,59052
Medicine Lake,MT,59247,59247
Melrose,MT,59743,59743
Melstone,MT,59054,59054
Melville,MT,59055,59055
Mildred,MT,59341,59341
Miles City,MT,59301,59301
Milltown,MT,59851,59851
Missoula,MT,59801,59812
Moccasin,MT,59462,59462
Molt,MT,59057,59057
Monarch,MT,59463,59463
Moore,MT,59464,59464
Mosby,MT,59058,59058
Musselshell,MT,59059,59059
Nashua,MT,59248,59248
Neihart,MT,59465,59465
Norris,MT,59745,59745
Noxon,MT,59853,59853
Nye,MT,59061,59061
Oilmont,MT,59466,59466
Olive,MT,59343,59343
Olney,MT,59927,59927
Opheim,MT,59250,59250
Otter,MT,59062,59062
Outlook,MT,59252,59252
Ovando,MT,59854,59854
Pablo,MT,59855,59855
Paradise,MT,59856,59856
Park City,MT,59063,59063
Peerless,MT,59253,59253
Pendroy,MT,59467,59467
Philipsburg,MT,59858,59858
Pinesdale,MT,59841,59841
Plains,MT,59859,59859
Plentywood,MT,59254,59254
Plevna,MT,59344,59344
Polaris,MT,59746,59746
Polebridge,MT,59928,59928
Polson,MT,59860,59860
Pompeys Pillar,MT,59064,59064
Pony,MT,59747,59747
Poplar,MT,59255,59255
Powderville,MT,59345,59345
Power,MT,59468,59468
Pray,MT,59065,59065
Proctor,MT,59929,59929
Pryor,MT,59066,59066
Radersburg,MT,59641,59641
Ramsay,MT,59748,59748
Rapelje,MT,59067,59067
Ravalli,MT,59863,59863
Raymond,MT,59256,59256
Raynesford,MT,59469,59469
Red Lodge,MT,59068,59068
Redstone,MT,59257,59257
Reed Point,MT,59069,59069
Reserve,MT,59258,59258
Rexford,MT,59930,59930
Richey,MT,59259,59259
Richland,MT,59260,59260
Ringling,MT,59642,59642
Roberts,MT,59070,59070
Rollins,MT,59931,59931
Ronan,MT,59864,59864
Roscoe,MT,59071,59071
Rosebud,MT,59347,59347
Roundup,MT,59072,59073
Roy,MT,59471,59471
Rudyard,MT,59540,59540
Ryegate,MT,59074,59074
Saco,MT,59261,59261
Saint Ignatius,MT,59865,59865
Saint Marie,MT,59231,59231
Saint Regis,MT,59866,59866
Saint Xavier,MT,59075,59075
Saltese,MT,59867,59867
Sand Coulee,MT,59472,59472
Sand Springs,MT,59077,59077
Sanders,MT,59076,59076
Savage,MT,59262,59262
Scobey,MT,59263,59263
Seeley Lake,MT,59868,59868
Shawmut,MT,59078,59078
Shelby,MT,59474,59474
Shepherd,MT,59079,59079
Sheridan,MT,59749,59749
Sidney,MT,59270,59270
Silver Gate,MT,59081,59081
Silver Star,MT,59751,59751
Simms,MT,59477,59477
Somers,MT,59932,59932
Springdale,MT,59082,59082
Stanford,MT,59479,59479
Stevensville,MT,59870,59870
Stockett,MT,59480,59480
Stryker,MT,59933,59933
Sula,MT,59871,59871
Sumatra,MT,59083,59083
Sun River,MT,59483,59483
Sunburst,MT,59482,59482
Superior,MT,59872,59872
Sweet Grass,MT,59484,59484
Teigen,MT,59084,59084
Terry,MT,59349,59349
Thompson Falls,MT,59873,59873
Three Forks,MT,59752,59752
Toston,MT,59643,59643
Townsend,MT,59644,59644
Trego,MT,59934,59934
Trout Creek,MT,59874,59874
Troy,MT,59935,59935
Turner,MT,59542,59542
Twin Bridges,MT,59754,59754
Two Dot,MT,59085,59085
Ulm,MT,59485,59485
Valier,MT,59486,59486
Vandalia,MT,59273,59273
Vaughn,MT,59487,59487
Victor,MT,59875,59875
Vida,MT,59274,59274
Virginia City,MT,59755,59755
Volborg,MT,59351,59351
Warm Springs,MT,59756,59756
West Glacier,MT,59936,59936
West Yellowstone,MT,59758,59758
Westby,MT,59275,59275
White Sulphur Springs,MT,59645,59645
Whitefish,MT,59937,59937
Whitehall,MT,59759,59759
Whitetail,MT,59276,59276
Whitewater,MT,59544,59544
Whitlash,MT,59545,59545
Wibaux,MT,59353,59353
Willard,MT,59354,59354
Willow Creek,MT,59760,59760
Wilsall,MT,59086,59086
Winifred,MT,59489,59489
Winnett,MT,59087,59087
Winston,MT,59647,59647
Wisdom,MT,59761,59761
Wise River,MT,59762,59762
Wolf Creek,MT,59648,59648
Wolf Point,MT,59201,59201
Worden,MT,59088,59088
Wyola,MT,59089,59089
Zortman,MT,59546,59546
Zurich,MT,59547,59547
Aberdeen,NC,28315,28315
Advance,NC,27006,27006
Ahoskie,NC,27910,27910
Alamance,NC,27201,27201
Albemarle,NC,28001,28002
Albertson,NC,28508,28508
Alexander,NC,28701,28701
Alexis,NC,28006,28006
Alliance,NC,28509,28509
Almond,NC,28702,28702
